Path,Gender,Age,Ethnicity,Facial Emotion,Identity
datasets_with_standard_labels\RAF-DB\train\images\00001946,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00001947,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00001948,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00001949,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00001950,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00001951,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00001952,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00001953,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00001954,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00001955,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00001956,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00001957,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00001958,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00001959,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00001960,0,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00001961,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00001962,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00001963,1,-100.0,-100.0,1,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00001964,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00001965,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00001966,1,-100.0,-100.0,5,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00001967,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00001968,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00001969,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00001970,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00001971,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00001972,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00001973,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00001974,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00001975,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00001976,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00001977,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00001978,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00001979,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00001980,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00001981,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00001982,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00001983,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00001984,0,-100.0,-100.0,2,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00001985,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00001986,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00001987,0,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00001988,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00001989,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00001990,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00001991,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00001992,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00001993,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00001994,1,-100.0,-100.0,2,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00001995,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00001996,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00001997,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00001998,1,-100.0,-100.0,5,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00001999,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002000,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002001,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002002,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002003,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002004,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002005,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002006,0,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002007,1,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002008,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002009,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002010,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002011,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002012,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002013,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002014,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002015,1,-100.0,-100.0,5,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002016,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002017,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002018,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002019,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002020,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002021,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002022,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002023,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002024,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002025,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002026,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002027,0,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002028,0,-100.0,-100.0,2,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002029,0,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002030,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002031,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002032,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002033,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002034,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002035,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002036,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002037,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002038,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002039,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002040,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002041,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002042,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002043,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002044,0,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002045,0,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002046,0,-100.0,-100.0,2,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002047,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002048,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002049,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002050,1,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002051,0,-100.0,-100.0,5,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002052,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002053,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002054,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002055,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002056,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002057,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002058,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002059,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002060,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002061,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002062,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002063,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002064,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002065,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002066,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002067,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002068,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002069,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002070,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002071,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002072,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002073,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002074,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002075,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002076,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002077,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002078,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002079,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002080,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002081,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002082,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002083,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002084,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002085,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002086,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002087,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002088,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002089,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002090,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002091,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002092,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002093,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002094,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002095,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002096,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002097,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002098,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002099,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002100,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002101,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002102,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002103,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002104,1,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002105,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002106,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002107,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002108,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002109,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002110,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002111,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002112,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002113,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002114,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002115,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002116,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002117,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002118,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002119,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002120,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002121,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002122,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002123,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002124,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002125,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002126,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002127,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002128,1,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002129,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002130,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002131,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002132,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002133,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002134,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002135,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002136,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002137,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002138,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002139,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002140,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002141,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002142,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002143,0,-100.0,-100.0,5,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002144,0,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002145,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002146,1,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002147,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002148,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002149,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002150,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002151,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002152,1,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002153,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002154,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002155,0,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002156,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002157,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002158,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002159,0,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002160,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002161,1,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002162,1,-100.0,-100.0,2,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002163,0,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002164,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002165,1,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002166,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002167,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002168,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002169,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002170,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002171,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002172,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002173,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002174,1,-100.0,-100.0,5,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002175,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002176,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002177,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002178,1,-100.0,-100.0,5,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002179,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002180,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002181,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002182,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002183,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002184,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002185,0,-100.0,-100.0,5,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002186,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002187,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002188,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002189,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002190,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002191,1,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002192,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002193,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002194,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002195,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002196,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002197,1,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002198,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002199,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002200,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002201,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002202,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002203,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002204,0,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002205,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002206,1,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002207,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002208,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002209,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002210,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002211,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002212,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002213,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002214,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002215,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002216,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002217,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002218,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002219,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002220,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002221,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002222,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002223,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002224,1,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002225,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002226,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002227,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002228,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002229,1,-100.0,-100.0,4,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002230,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002231,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002232,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002233,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002234,0,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002235,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002236,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002237,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002238,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002239,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002240,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002241,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002242,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002243,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002244,0,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002245,0,-100.0,-100.0,0,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002246,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002247,1,-100.0,-100.0,3,-100.0
datasets_with_standard_labels\RAF-DB\train\images\00002248,1,-100.0,-100.0,3,-100.0
